Fecha,Turno,Línea,Unidades_Producidas,Unidades_Defectuosas,Tiempo_Paro,Operador
2024-04-02,Mañana,L3,869,19,32,OP12
2024-04-02,Mañana,L4,863,29,18,OP11
2024-04-02,Tarde,L1,926,13,46,OP09
2024-04-02,Tarde,L2,1117,53,54,OP11
2024-04-02,Tarde,L3,948,25,26,OP08
2024-04-02,Tarde,L4,872,57,3,OP09
2024-04-02,Noche,L1,1011,13,32,OP06
2024-04-02,Noche,L2,1149,44,21,OP08
2024-04-02,Noche,L3,1079,67,7,OP11
2024-04-02,Noche,L4,1032,70,40,OP01
2024-04-03,Mañana,L1,1041,13,29,OP05
2024-04-03,Mañana,L2,1134,30,19,OP07
2024-04-03,Mañana,L3,1137,74,19,OP04
2024-04-03,Mañana,L4,883,26,43,OP02
2024-04-03,Tarde,L1,882,55,37,OP12
2024-04-03,Tarde,L2,943,62,51,OP10
2024-04-03,Tarde,L3,804,55,20,OP01
2024-04-03,Tarde,L4,1089,61,2,OP05
2024-04-03,Noche,L1,1124,23,9,OP12
2024-04-03,Noche,L2,1170,15,52,OP12
2024-04-03,Noche,L3,1106,42,10,OP08
2024-04-03,Noche,L4,985,29,13,OP04
2024-04-04,Mañana,L1,1041,41,14,OP05
2024-04-04,Mañana,L2,1021,19,6,OP02
2024-04-04,Mañana,L3,1043,43,17,OP09
2024-04-04,Mañana,L4,949,59,3,OP02
2024-04-04,Tarde,L1,903,39,1,OP03
2024-04-04,Tarde,L2,884,11,37,OP11
2024-04-04,Tarde,L3,990,48,50,OP06
2024-04-04,Tarde,L4,1114,44,35,OP04
2024-04-04,Noche,L1,885,61,38,OP10
2024-04-04,Noche,L2,894,48,33,OP08
2024-04-04,Noche,L3,828,17,54,OP03
2024-04-04,Noche,L4,930,40,33,OP09
2024-04-05,Mañana,L1,1044,51,13,OP08
2024-04-05,Mañana,L2,1158,53,4,OP04
2024-04-05,Mañana,L3,1012,51,39,OP07
2024-04-05,Mañana,L4,1040,32,4,OP05
2024-04-05,Tarde,L1,834,34,1,OP10
2024-04-05,Tarde,L2,1034,43,19,OP07
2024-04-05,Tarde,L3,1065,83,16,OP11
2024-04-05,Tarde,L4,1030,14,30,OP02
2024-04-05,Noche,L1,1189,26,39,OP10
2024-04-05,Noche,L2,981,59,35,OP01
2024-04-05,Noche,L3,1085,55,11,OP02
2024-04-05,Noche,L4,1181,41,46,OP03
2024-04-06,Mañana,L1,1142,47,15,OP05
2024-04-06,Mañana,L2,841,35,16,OP02
2024-04-06,Mañana,L3,1175,72,57,OP04
2024-04-06,Mañana,L4,896,29,43,OP06
2024-04-06,Tarde,L1,1126,63,33,OP06
2024-04-06,Tarde,L2,858,37,2,OP05
2024-04-06,Tarde,L3,1053,17,39,OP04
2024-04-06,Tarde,L4,1071,75,41,OP08
2024-04-06,Noche,L1,1024,80,15,OP03
2024-04-06,Noche,L2,1002,12,37,OP08
2024-04-06,Noche,L3,868,30,2,OP11
2024-04-06,Noche,L4,865,57,49,OP01
2024-04-07,Mañana,L1,847,34,19,OP01
2024-04-07,Mañana,L2,1161,35,25,OP09
2024-04-07,Mañana,L3,1056,71,20,OP03
2024-04-07,Mañana,L4,903,47,57,OP07
2024-04-07,Tarde,L1,1188,71,37,OP01
2024-04-07,Tarde,L2,1170,86,11,OP05
2024-04-07,Tarde,L3,908,26,9,OP06
2024-04-07,Tarde,L4,817,63,30,OP07
2024-04-07,Noche,L1,823,59,4,OP06
2024-04-07,Noche,L2,990,34,36,OP05
2024-04-07,Noche,L3,1033,43,7,OP03
2024-04-07,Noche,L4,1015,34,42,OP04
2024-04-08,Mañana,L1,1103,77,15,OP06
2024-04-08,Mañana,L2,997,47,53,OP01
2024-04-08,Mañana,L3,1071,79,39,OP09
2024-04-08,Mañana,L4,812,19,8,OP01
2024-04-08,Tarde,L1,809,56,30,OP12
2024-04-08,Tarde,L2,1139,46,23,OP10
2024-04-08,Tarde,L3,969,28,42,OP10
2024-04-08,Tarde,L4,918,56,24,OP07
2024-04-08,Noche,L1,1030,64,17,OP04
2024-04-08,Noche,L2,1182,56,56,OP06
2024-04-08,Noche,L3,1166,22,12,OP08
2024-04-08,Noche,L4,866,28,11,OP11
2024-04-09,Mañana,L1,958,24,5,OP08
2024-04-09,Mañana,L2,1144,27,40,OP03
2024-04-09,Mañana,L3,1176,74,7,OP05
2024-04-09,Mañana,L4,1138,83,59,OP12
2024-04-09,Tarde,L1,887,50,0,OP04
2024-04-09,Tarde,L2,815,49,9,OP01
2024-04-09,Tarde,L3,1199,73,4,OP10
2024-04-09,Tarde,L4,1162,71,7,OP05
2024-04-09,Noche,L1,1131,17,35,OP11
2024-04-09,Noche,L2,1057,65,35,OP02
2024-04-09,Noche,L3,819,31,12,OP12
2024-04-09,Noche,L4,1042,82,35,OP09
2024-04-10,Mañana,L1,1070,62,20,OP10
2024-04-10,Mañana,L2,818,54,24,OP05
2024-04-10,Mañana,L3,1156,17,43,OP07
2024-04-10,Mañana,L4,812,52,35,OP06
2024-04-10,Tarde,L1,841,62,44,OP11
2024-04-10,Tarde,L2,1194,21,31,OP07
2024-04-10,Tarde,L3,1019,13,18,OP03
2024-04-10,Tarde,L4,1024,55,56,OP01
2024-04-10,Noche,L1,1191,72,36,OP12
2024-04-10,Noche,L2,935,35,36,OP12
2024-04-10,Noche,L3,1194,32,33,OP09
2024-04-10,Noche,L4,900,39,10,OP10
2024-04-11,Mañana,L1,917,65,19,OP09
2024-04-11,Mañana,L2,855,56,34,OP09
2024-04-11,Mañana,L3,936,62,19,OP05
2024-04-11,Mañana,L4,1157,24,37,OP09
2024-04-11,Tarde,L1,1153,35,44,OP02
2024-04-11,Tarde,L2,824,25,30,OP05
2024-04-11,Tarde,L3,911,64,58,OP06
2024-04-11,Tarde,L4,1004,56,56,OP03
2024-04-11,Noche,L1,1156,49,7,OP06
2024-04-11,Noche,L2,874,58,35,OP05
2024-04-11,Noche,L3,814,30,53,OP07
2024-04-11,Noche,L4,1183,43,43,OP07
2024-04-12,Mañana,L1,1043,56,11,OP05
2024-04-12,Mañana,L2,984,19,44,OP09
2024-04-12,Mañana,L3,850,42,58,OP08
2024-04-12,Mañana,L4,839,21,32,OP05
2024-04-12,Tarde,L1,839,23,56,OP04
2024-04-12,Tarde,L2,1040,66,35,OP11
2024-04-12,Tarde,L3,974,23,16,OP11
2024-04-12,Tarde,L4,1198,81,40,OP08
2024-04-12,Noche,L1,990,29,50,OP02
2024-04-12,Noche,L2,1140,89,4,OP08
2024-04-12,Noche,L3,813,52,37,OP10
2024-04-12,Noche,L4,846,36,57,OP10
2024-04-13,Mañana,L1,836,46,0,OP06
2024-04-13,Mañana,L2,1099,58,48,OP06
2024-04-13,Mañana,L3,1076,62,45,OP12
2024-04-13,Mañana,L4,883,68,22,OP07
2024-04-13,Tarde,L1,1161,28,59,OP11
2024-04-13,Tarde,L2,862,61,37,OP01
2024-04-13,Tarde,L3,1081,67,16,OP09
2024-04-13,Tarde,L4,950,61,3,OP05
2024-04-13,Noche,L1,1053,31,54,OP07
2024-04-13,Noche,L2,1045,56,8,OP12
2024-04-13,Noche,L3,1167,21,42,OP12
2024-04-13,Noche,L4,912,18,59,OP03
2024-04-14,Mañana,L1,861,16,59,OP09
2024-04-14,Mañana,L2,1197,83,12,OP03
2024-04-14,Mañana,L3,1033,52,2,OP10
2024-04-14,Mañana,L4,1063,20,35,OP05
2024-04-14,Tarde,L1,1136,26,9,OP09
2024-04-14,Tarde,L2,819,63,9,OP12
2024-04-14,Tarde,L3,892,67,1,OP06
2024-04-14,Tarde,L4,1132,42,8,OP01
2024-04-14,Noche,L1,1109,53,37,OP06
2024-04-14,Noche,L2,880,16,0,OP11
2024-04-14,Noche,L3,1169,75,30,OP08
2024-04-14,Noche,L4,844,11,24,OP06
2024-04-15,Mañana,L1,1042,20,37,OP09
2024-04-15,Mañana,L2,1123,86,7,OP05
2024-04-15,Mañana,L3,1052,67,23,OP04
2024-04-15,Mañana,L4,1039,13,15,OP01
2024-04-15,Tarde,L1,1146,81,16,OP01
2024-04-15,Tarde,L2,859,22,51,OP04
2024-04-15,Tarde,L3,1160,69,18,OP05
2024-04-15,Tarde,L4,861,38,9,OP09
2024-04-15,Noche,L1,940,72,13,OP07
2024-04-15,Noche,L2,1170,77,18,OP01
2024-04-15,Noche,L3,1150,42,52,OP01
2024-04-15,Noche,L4,1045,39,14,OP06
2024-04-16,Mañana,L1,1199,87,32,OP05
2024-04-16,Mañana,L2,1175,87,12,OP04
2024-04-16,Mañana,L3,818,48,18,OP07
2024-04-16,Mañana,L4,853,10,23,OP01
2024-04-16,Tarde,L1,972,37,28,OP02
2024-04-16,Tarde,L2,999,79,37,OP05
2024-04-16,Tarde,L3,1063,69,59,OP07
2024-04-16,Tarde,L4,925,27,45,OP05
2024-04-16,Noche,L1,998,56,41,OP09
2024-04-16,Noche,L2,814,61,23,OP04
2024-04-16,Noche,L3,997,60,1,OP03
2024-04-16,Noche,L4,825,49,11,OP03
2024-04-17,Mañana,L1,1080,15,9,OP10
2024-04-17,Mañana,L2,1005,60,0,OP09
2024-04-17,Mañana,L3,971,75,24,OP05
2024-04-17,Mañana,L4,903,37,3,OP11
2024-04-17,Tarde,L1,1098,46,19,OP12
2024-04-17,Tarde,L2,1162,23,50,OP12
2024-04-17,Tarde,L3,996,43,30,OP12
2024-04-17,Tarde,L4,936,68,53,OP08
2024-04-17,Noche,L1,995,33,40,OP03
2024-04-17,Noche,L2,863,33,26,OP02
2024-04-17,Noche,L3,819,10,15,OP09
2024-04-17,Noche,L4,1082,49,10,OP09
2024-04-18,Mañana,L1,1008,47,42,OP08
2024-04-18,Mañana,L2,1183,64,30,OP06
2024-04-18,Mañana,L3,958,39,17,OP09
2024-04-18,Mañana,L4,1067,19,7,OP01
2024-04-18,Tarde,L1,865,35,40,OP05
2024-04-18,Tarde,L2,848,54,57,OP06
2024-04-18,Tarde,L3,909,55,16,OP10
2024-04-18,Tarde,L4,964,37,30,OP12
2024-04-18,Noche,L1,859,12,0,OP06
2024-04-18,Noche,L2,1196,36,11,OP12
2024-04-18,Noche,L3,1027,14,0,OP02
2024-04-18,Noche,L4,1154,24,38,OP02
2024-04-19,Mañana,L1,818,8,12,OP05
2024-04-19,Mañana,L2,801,40,58,OP06
2024-04-19,Mañana,L3,1070,22,52,OP12
2024-04-19,Mañana,L4,855,16,23,OP01
2024-04-19,Tarde,L1,980,32,45,OP06
2024-04-19,Tarde,L2,1197,62,11,OP07
2024-04-19,Tarde,L3,1185,45,14,OP10
2024-04-19,Tarde,L4,930,50,36,OP04
2024-04-19,Noche,L1,1115,43,36,OP03
2024-04-19,Noche,L2,810,54,17,OP04
2024-04-19,Noche,L3,916,36,59,OP02
2024-04-19,Noche,L4,986,26,52,OP08
2024-04-20,Mañana,L1,881,42,46,OP08
2024-04-20,Mañana,L2,833,66,56,OP08
2024-04-20,Mañana,L3,857,60,26,OP12
2024-04-20,Mañana,L4,887,38,38,OP09
2024-04-20,Tarde,L1,1007,34,59,OP02
2024-04-20,Tarde,L2,822,39,39,OP12
2024-04-20,Tarde,L3,955,11,49,OP09
2024-04-20,Tarde,L4,870,15,30,OP08
2024-04-20,Noche,L1,960,27,19,OP05
2024-04-20,Noche,L2,815,37,43,OP12
2024-04-20,Noche,L3,971,60,8,OP11
2024-04-20,Noche,L4,1075,61,18,OP03
2024-04-21,Mañana,L1,1103,86,30,OP04
2024-04-21,Mañana,L2,829,48,32,OP10
2024-04-21,Mañana,L3,801,35,5,OP01
2024-04-21,Mañana,L4,994,79,59,OP12
2024-04-21,Tarde,L1,1195,77,30,OP10
2024-04-21,Tarde,L2,918,53,28,OP02
2024-04-21,Tarde,L3,908,49,35,OP03
2024-04-21,Tarde,L4,1170,29,12,OP02
2024-04-21,Noche,L1,1030,62,28,OP07
2024-04-21,Noche,L2,888,65,47,OP05
2024-04-21,Noche,L3,970,77,1,OP03
2024-04-21,Noche,L4,1155,62,3,OP01
2024-04-22,Mañana,L1,1002,76,41,OP10
2024-04-22,Mañana,L2,806,63,28,OP04
2024-04-22,Mañana,L3,940,54,54,OP10
2024-04-22,Mañana,L4,1146,40,47,OP09
2024-04-22,Tarde,L1,838,28,1,OP01
2024-04-22,Tarde,L2,1121,61,34,OP04
2024-04-22,Tarde,L3,1057,47,12,OP01
2024-04-22,Tarde,L4,816,14,49,OP01
2024-04-22,Noche,L1,843,22,7,OP02
2024-04-22,Noche,L2,1154,84,5,OP03
2024-04-22,Noche,L3,930,60,54,OP01
2024-04-22,Noche,L4,1000,15,52,OP10
2024-04-23,Mañana,L1,809,17,28,OP11
2024-04-23,Mañana,L2,911,53,9,OP05
2024-04-23,Mañana,L3,987,62,17,OP09
2024-04-23,Mañana,L4,1015,22,10,OP03
2024-04-23,Tarde,L1,1176,14,20,OP12
2024-04-23,Tarde,L2,1012,64,52,OP06
2024-04-23,Tarde,L3,1156,59,1,OP01
2024-04-23,Tarde,L4,1020,80,58,OP12
2024-04-23,Noche,L1,1071,51,19,OP01
2024-04-23,Noche,L2,826,8,59,OP06
2024-04-23,Noche,L3,1044,82,59,OP02
2024-04-23,Noche,L4,837,29,29,OP06
2024-04-24,Mañana,L1,1169,45,40,OP08
2024-04-24,Mañana,L2,970,68,58,OP04
2024-04-24,Mañana,L3,1087,67,50,OP05
2024-04-24,Mañana,L4,916,16,12,OP04
2024-04-24,Tarde,L1,1107,82,24,OP01
2024-04-24,Tarde,L2,1134,42,22,OP10
2024-04-24,Tarde,L3,1171,47,21,OP11
2024-04-24,Tarde,L4,974,65,30,OP08
2024-04-24,Noche,L1,830,33,51,OP07
2024-04-24,Noche,L2,809,33,37,OP05
2024-04-24,Noche,L3,897,13,1,OP06
2024-04-24,Noche,L4,1024,67,12,OP04
2024-04-25,Mañana,L1,1116,57,12,OP08
2024-04-25,Mañana,L2,1079,75,35,OP12
2024-04-25,Mañana,L3,930,19,26,OP08
2024-04-25,Mañana,L4,1155,15,0,OP08
2024-04-25,Tarde,L1,1180,88,9,OP01
2024-04-25,Tarde,L2,850,17,39,OP12
2024-04-25,Tarde,L3,1197,48,12,OP09
2024-04-25,Tarde,L4,1042,10,55,OP04
2024-04-25,Noche,L1,1194,36,45,OP08
2024-04-25,Noche,L2,1168,84,0,OP01
2024-04-25,Noche,L3,1157,13,8,OP08
2024-04-25,Noche,L4,863,20,32,OP02
2024-04-26,Mañana,L1,1148,36,41,OP04
2024-04-26,Mañana,L2,928,32,20,OP03
2024-04-26,Mañana,L3,938,57,34,OP07
2024-04-26,Mañana,L4,1017,11,15,OP09
2024-04-26,Tarde,L1,1093,84,11,OP11
2024-04-26,Tarde,L2,1085,19,58,OP05
2024-04-26,Tarde,L3,864,18,0,OP06
2024-04-26,Tarde,L4,945,35,0,OP03
2024-04-26,Noche,L1,1003,56,14,OP09
2024-04-26,Noche,L2,1112,45,39,OP09
2024-04-26,Noche,L3,1054,18,57,OP08
2024-04-26,Noche,L4,954,65,7,OP06
2024-04-27,Mañana,L1,1110,52,24,OP02
2024-04-27,Mañana,L2,1043,46,29,OP01
2024-04-27,Mañana,L3,1039,28,9,OP06
2024-04-27,Mañana,L4,981,24,20,OP05
2024-04-27,Tarde,L1,871,20,56,OP07
2024-04-27,Tarde,L2,878,17,50,OP05
2024-04-27,Tarde,L3,884,23,9,OP09
2024-04-27,Tarde,L4,807,13,25,OP09
2024-04-27,Noche,L1,1189,52,37,OP02
2024-04-27,Noche,L2,1167,75,54,OP08
2024-04-27,Noche,L3,1072,82,15,OP06
2024-04-27,Noche,L4,1196,41,57,OP03
2024-04-28,Mañana,L1,996,48,35,OP05
2024-04-28,Mañana,L2,1138,77,56,OP03
2024-04-28,Mañana,L3,809,45,46,OP11
2024-04-28,Mañana,L4,1150,29,12,OP03
2024-04-28,Tarde,L1,1031,22,10,OP07
2024-04-28,Tarde,L2,801,51,0,OP01
2024-04-28,Tarde,L3,989,74,55,OP05
2024-04-28,Tarde,L4,1019,24,24,OP06
2024-04-28,Noche,L1,858,23,18,OP09
2024-04-28,Noche,L2,891,33,44,OP12
2024-04-28,Noche,L3,847,37,14,OP11
2024-04-28,Noche,L4,807,33,6,OP02
2024-04-29,Mañana,L1,985,28,23,OP09
2024-04-29,Mañana,L2,1034,62,51,OP02
2024-04-29,Mañana,L3,1143,59,48,OP06
2024-04-29,Mañana,L4,809,33,17,OP04
2024-04-29,Tarde,L1,934,27,27,OP08
2024-04-29,Tarde,L2,1126,83,13,OP06
2024-04-29,Tarde,L3,1196,57,42,OP08
2024-04-29,Tarde,L4,832,61,5,OP07
2024-04-29,Noche,L1,889,11,1,OP07
2024-04-29,Noche,L2,851,27,21,OP05
2024-04-29,Noche,L3,864,14,38,OP04
2024-04-29,Noche,L4,954,16,2,OP01
